attack,model,eps,f1_macro,f1_drop,recall,recall_drop,fpr,fpr_rise,false_alerts_per_hour,ppv_deploy,n
missing_telemetry,logreg,0.0,0.5932431059675991,0.0,0.8610308119445259,0.0,0.18356098400776238,0.0,44054.63616186297,0.012001829573077811,5
missing_telemetry,logreg,0.01,0.45373103479219196,0.13951207117540707,0.7963331479739199,0.06469766397060604,0.5911559590957862,0.40759497508802384,141877.4301829887,0.014268333031253813,5
missing_telemetry,logreg,0.05,0.3528491804838245,0.24039392548377453,0.6421040913128998,0.2189267206316262,0.5607617606655079,0.3772007766577455,134582.82255972188,0.21147445659521766,5
missing_telemetry,logreg,0.1,0.5793923706674348,0.01385073530016424,0.9755534686124749,-0.114522656667949,0.7465049594249169,0.5629439754171546,179161.19026198005,0.0032183535301849356,5
missing_telemetry,logreg,0.25,0.47017161110380845,0.1230714948637905,0.7614112360736133,0.09961957587091261,0.4378425558130855,0.2542815718053232,105082.21339514056,0.004383166140800109,5
missing_telemetry,logreg,0.5,0.41266024082481856,0.18058286514278046,0.730737506108315,0.130293305836211,0.6217955784639367,0.43823459445617435,149230.9388313448,0.20287143124357976,5
missing_telemetry,mlp,0.0,0.700036070449301,0.0,0.9516921643108198,0.0,0.45284118450077393,0.0,108681.88428018575,0.004727885854196758,5
missing_telemetry,mlp,0.01,0.6599110286832526,0.040125041766048544,0.9639592118678447,-0.012267047557025013,0.582089305650874,0.12924812115010004,139701.43335620975,0.003793680966518774,5
missing_telemetry,mlp,0.05,0.504969596233483,0.195066474215818,0.887991211906429,0.0637009524043907,0.7541212983767371,0.3012801138759632,180989.11161041693,0.0024308301842388418,5
missing_telemetry,mlp,0.1,0.6609306034191079,0.03910546703019309,0.9422384355135682,0.009453728797251593,0.46033905639065226,0.007497871889878277,110481.37353375654,0.004688466763120457,5
missing_telemetry,mlp,0.25,0.5723813010609294,0.12765476938837153,0.9204543970590237,0.03123776725179599,0.672994921122713,0.22015373662193896,161518.7810694511,0.0031747451459706324,5
missing_telemetry,mlp,0.5,0.43128138030278834,0.26875469014651265,0.7999872727626499,0.15170489154816977,0.7475670120617848,0.2947258275610108,179416.08289482835,0.001754915322104026,5
missing_telemetry,rf,0.0,0.6768009007658111,0.0,0.9049184138133273,0.0,0.3019516192825963,0.0,72468.38862782312,0.00846785641676583,5
missing_telemetry,rf,0.01,0.6762292115164297,0.0005716892493814685,0.9085745432143362,-0.003656129401008923,0.36282178515803226,0.06087016587543594,87077.22843792774,0.006948445761703883,5
missing_telemetry,rf,0.05,0.6845505210001029,-0.007749620234291754,0.912010597376768,-0.007092183563440791,0.3707185732726106,0.06876695399001431,88972.45758542654,0.0064073434846062954,5
